"Undefined","Undefined"
"Undefined","Undefined"
"Undefined","Undefined"
"Undefined","Undefined"
0.23278867173876527,0.03923552877553347
0.23278867173876527,-0.03923552877553347
0.23278867173876527,0.03923552877553347
0.23278867173876527,-0.03923552877553347
0.23181034300388337,0.04022018446265164
0.23181034300388337,-0.04022018446265164
0.23181034300388337,0.04022018446265164
0.23181034300388337,-0.04022018446265164
0.23083154691952973,0.04117047147154979
0.23083154691952973,-0.04117047147154979
0.23083154691952973,0.04117047147154979
0.23083154691952973,-0.04117047147154979
0.2298522708012023,0.04208873283491449
0.2298522708012023,-0.04208873283491449
0.2298522708012023,0.04208873283491449
0.2298522708012023,-0.04208873283491449
0.22887250194736058,0.042977035414134133
0.22887250194736058,-0.042977035414134133
0.22887250194736058,0.042977035414134133
0.22887250194736058,-0.042977035414134133
0.2278922276384045,0.04383721350178108
0.2278922276384045,-0.04383721350178108
0.2278922276384045,0.04383721350178108
0.2278922276384045,-0.04383721350178108
0.22691143513563672,0.04467090391830336
0.22691143513563672,-0.04467090391830336
0.22691143513563672,0.04467090391830336
0.22691143513563672,-0.04467090391830336
0.22593011168022498,0.04547957454934726
0.22593011168022498,-0.04547957454934726
0.22593011168022498,0.04547957454934726
0.22593011168022498,-0.04547957454934726
0.22494824449215156,0.04626454776461764
0.22494824449215156,-0.04626454776461764
0.22494824449215156,0.04626454776461764
0.22494824449215156,-0.04626454776461764
0.22396582076915467,0.04702701979883143
0.22396582076915467,-0.04702701979883143
0.22396582076915467,0.04702701979883143
0.22396582076915467,-0.04702701979883143
0.22298282768566374,0.047768076915622515
0.22298282768566374,-0.047768076915622515
0.22298282768566374,0.047768076915622515
0.22298282768566374,-0.047768076915622515
0.2219992523917237,0.04848870898474145
0.2219992523917237,-0.04848870898474145
0.2219992523917237,0.04848870898474145
0.2219992523917237,-0.04848870898474145
0.22101508201190923,0.04918982096198085
0.22101508201190923,-0.04918982096198085
0.22101508201190923,0.04918982096198085
0.22101508201190923,-0.04918982096198085
0.22003030364423554,0.04987224265506083
0.22003030364423554,-0.04987224265506083
0.22003030364423554,0.04987224265506083
0.22003030364423554,-0.04987224265506083
0.21904490435904633,0.05053673707880722
