"Undefined","Undefined"
"Undefined","Undefined"
"Undefined","Undefined"
"Undefined","Undefined"
0.8572857142857142,-0.29633717500327844
0.8572857142857142,-0.29633717500327844
0.8572857142857142,0.29633717500327844
0.8572857142857142,0.29633717500327844
0.8574285714285711,-0.29575090819865385
0.8574285714285711,-0.29575090819865385
0.8574285714285711,0.29575090819865385
0.8574285714285711,0.29575090819865385
0.8575714285714282,-0.2951641931728685
0.8575714285714282,-0.2951641931728685
0.8575714285714282,0.2951641931728685
0.8575714285714282,0.2951641931728685
0.8577142857142855,-0.29457702791754853
0.8577142857142855,-0.29457702791754853
0.8577142857142855,0.29457702791754853
0.8577142857142855,0.29457702791754853
0.8578571428571428,-0.2939894104123161
0.8578571428571428,-0.2939894104123161
0.8578571428571428,0.2939894104123161
0.8578571428571428,0.2939894104123161
0.8579999999999999,-0.29340133862465523
0.8579999999999999,-0.29340133862465523
0.8579999999999999,0.29340133862465523
0.8579999999999999,0.29340133862465523
0.8581428571428569,-0.2928128105097857
0.8581428571428569,-0.2928128105097857
0.8581428571428569,0.2928128105097857
0.8581428571428569,0.2928128105097857
0.858285714285714,-0.2922238240105295
0.858285714285714,-0.2922238240105295
0.858285714285714,0.2922238240105295
0.858285714285714,0.2922238240105295
0.8584285714285712,-0.2916343770571717
0.8584285714285712,-0.2916343770571717
0.8584285714285712,0.2916343770571717
0.8584285714285712,0.2916343770571717
0.8585714285714284,-0.2910444675673322
0.8585714285714284,-0.2910444675673322
0.8585714285714284,0.2910444675673322
0.8585714285714284,0.2910444675673322
0.8587142857142855,-0.2904540934458212
0.8587142857142855,-0.2904540934458212
0.8587142857142855,0.2904540934458212
0.8587142857142855,0.2904540934458212
0.8588571428571428,-0.2898632525845001
0.8588571428571428,-0.2898632525845001
0.8588571428571428,0.2898632525845001
0.8588571428571428,0.2898632525845001
0.8589999999999999,-0.2892719428621404
0.8589999999999999,-0.2892719428621404
0.8589999999999999,0.2892719428621404
0.8589999999999999,0.2892719428621404
0.8591428571428571,-0.2886801621442789
0.8591428571428571,-0.2886801621442789
0.8591428571428571,0.2886801621442789
0.8591428571428571,0.2886801621442789
0.8592857142857141,-0.288087908283071
