"Undefined","Undefined"
"Undefined","Undefined"
"Undefined","Undefined"
"Undefined","Undefined"
-0.8333892723393659,-0.03923552877553347
-0.8333892723393659,0.03923552877553347
-0.8333892723393659,-0.03923552877553347
-0.8333892723393659,0.03923552877553347
-0.8330127478135025,-0.04022018446265164
-0.8330127478135025,0.04022018446265164
-0.8330127478135025,-0.04022018446265164
-0.8330127478135025,0.04022018446265164
-0.832636963168276,-0.04117047147154979
-0.832636963168276,0.04117047147154979
-0.832636963168276,-0.04117047147154979
-0.832636963168276,0.04117047147154979
-0.8322619093554191,-0.04208873283491449
-0.8322619093554191,0.04208873283491449
-0.8322619093554191,-0.04208873283491449
-0.8322619093554191,0.04208873283491449
-0.8318875773242451,-0.042977035414134133
-0.8318875773242451,0.042977035414134133
-0.8318875773242451,-0.042977035414134133
-0.8318875773242451,0.042977035414134133
-0.8315139580206983,-0.04383721350178108
-0.8315139580206983,0.04383721350178108
-0.8315139580206983,-0.04383721350178108
-0.8315139580206983,0.04383721350178108
-0.8311410423863921,-0.04467090391830336
-0.8311410423863921,0.04467090391830336
-0.8311410423863921,-0.04467090391830336
-0.8311410423863921,0.04467090391830336
-0.8307688213576443,-0.04547957454934726
-0.8307688213576443,0.04547957454934726
-0.8307688213576443,-0.04547957454934726
-0.8307688213576443,0.04547957454934726
-0.8303972858645028,-0.04626454776461764
-0.8303972858645028,0.04626454776461764
-0.8303972858645028,-0.04626454776461764
-0.8303972858645028,0.04626454776461764
-0.8300264268297608,-0.04702701979883143
-0.8300264268297608,0.04702701979883143
-0.8300264268297608,-0.04702701979883143
-0.8300264268297608,0.04702701979883143
-0.829656235167969,-0.047768076915622515
-0.829656235167969,0.047768076915622515
-0.829656235167969,-0.047768076915622515
-0.829656235167969,0.047768076915622515
-0.8292867017844362,-0.04848870898474145
-0.8292867017844362,0.04848870898474145
-0.8292867017844362,-0.04848870898474145
-0.8292867017844362,0.04848870898474145
-0.8289178175742193,-0.04918982096198085
-0.8289178175742193,0.04918982096198085
-0.8289178175742193,-0.04918982096198085
-0.8289178175742193,0.04918982096198085
-0.8285495734211119,-0.04987224265506083
-0.8285495734211119,0.04987224265506083
